date,time,ID,trial,timepoint,bin,tank,treatment,diameter,consumed,pycno,notes,bucket
2020-10-01,13:45:00,5_1,5,7,1,D,empty,69,7.9,no,NA,empty
2020-10-01,13:45:00,5_10,5,7,10,D,empty,57,0,no,"visual measurement error gave negative number, changed to 0",empty
2020-10-01,13:45:00,5_7,5,7,7,D,empty,66,2.3,no,NA,empty
2020-10-01,13:45:00,5_5,5,7,5,D,empty,69,1.1,no,NA,empty
2020-10-01,13:45:00,5_15,5,7,15,D,empty,66,3.3,no,NA,empty
2020-10-01,13:45:00,5_11,5,7,11,D,empty,61,0.8,no,NA,empty
2020-10-01,13:45:00,5_13,5,7,13,E,pycno,75,0,yes,NA,pycno
2020-10-01,13:45:00,5_6,5,7,6,E,pycno,71,0,yes,"visual measurement error gave negative number, changed to 0",pycno
2020-10-01,13:45:00,5_4,5,7,4,E,pycno,70,0.4,yes,NA,pycno
2020-10-01,13:45:00,5_17,5,7,17,E,pycno,66,2.5,yes,NA,pycno
2020-10-01,13:45:00,5_16,5,7,16,E,pycno,56,1.1,yes,NA,pycno
2020-10-01,13:45:00,5_2,5,7,2,E,pycno,81,0.2,yes,NA,pycno
2020-10-01,13:45:00,5_14,5,7,14,E,pycno,66,5.5,yes,NA,pycno
2020-10-01,19:45:00,5_18,5,8,18,D,empty,62,3.4,no,NA,empty
2020-10-01,19:45:00,5_1,5,8,1,D,empty,69,3,no,NA,empty
2020-10-01,19:45:00,5_10,5,8,10,D,empty,57,0,no,"visual measurement error gave negative number, changed to 0",empty
2020-10-01,19:45:00,5_7,5,8,7,D,empty,66,3.3,no,NA,empty
2020-10-01,19:45:00,5_5,5,8,5,D,empty,69,0.8,no,NA,empty
2020-10-01,19:45:00,5_15,5,8,15,D,empty,66,5.3,no,NA,empty
2020-10-01,19:45:00,5_11,5,8,11,D,empty,61,3,no,NA,empty
2020-10-01,19:45:00,5_13,5,8,13,E,pycno,75,0.1,yes,NA,pycno
2020-10-01,19:45:00,5_6,5,8,6,E,pycno,71,0.3,yes,NA,pycno
2020-10-01,19:45:00,5_4,5,8,4,E,pycno,70,2.3,yes,NA,pycno
2020-10-01,19:45:00,5_17,5,8,17,E,pycno,66,2.2,yes,NA,pycno
2020-10-01,19:45:00,5_16,5,8,16,E,pycno,56,2.4,yes,NA,pycno
2020-10-01,19:45:00,5_2,5,8,2,E,pycno,81,0,yes,NA,pycno
2020-10-01,19:45:00,5_14,5,8,14,E,pycno,66,7.8,yes,NA,pycno
2020-10-02,07:55:00,5_18,5,9,18,D,empty,62,0,no,NA,empty
2020-10-02,07:55:00,5_1,5,9,1,D,empty,69,4,no,NA,empty
2020-10-02,07:55:00,5_10,5,9,10,D,empty,57,4.4,no,NA,empty
2020-10-02,07:55:00,5_7,5,9,7,D,empty,66,2.8,no,NA,empty
2020-10-02,07:55:00,5_5,5,9,5,D,empty,69,1.9,no,NA,empty
2020-10-02,07:55:00,5_15,5,9,15,D,empty,66,3.6,no,NA,empty
2020-10-02,07:55:00,5_11,5,9,11,D,empty,61,8.1,no,NA,empty
2020-10-02,07:55:00,5_13,5,9,13,E,pycno,75,2.9,yes,NA,pycno
2020-10-02,07:55:00,5_6,5,9,6,E,pycno,71,0,yes,"visual measurement error gave negative number, changed to 0",pycno
2020-10-02,07:55:00,5_4,5,9,4,E,pycno,70,6.7,yes,NA,pycno
2020-10-02,07:55:00,5_17,5,9,17,E,pycno,66,2.9,yes,NA,pycno
2020-10-02,07:55:00,5_16,5,9,16,E,pycno,56,2,yes,NA,pycno
2020-10-02,07:55:00,5_2,5,9,2,E,pycno,81,0.1,yes,NA,pycno
2020-10-02,07:55:00,5_14,5,9,14,E,pycno,66,4.3,yes,NA,pycno
